5.382324984787583144e-01 1.547440292724537203e+00
5.191072387038327962e-01 9.225136670005636974e-01
-7.388658038979292186e-01 7.659073977901322827e-01
-2.022897581161238467e-01 9.974866224392093805e-01
-2.141758186145312215e-01 8.875265687626909816e-01
-1.542475395433572372e-01 1.377625895703754599e-01
-2.735757072694326442e-01 5.817581469128241256e-01
5.922739589255695547e-01 1.055716032602489918e+00
-2.333576535993778511e-01 8.528789020155441714e-01
1.034982721889026874e-01 1.052411620708461282e+00
6.328224722546652026e-02 7.893062388884837244e-01
-1.044812837890347762e-01 8.685402686662160310e-01
2.694890914858235620e-01 9.227344645807238344e-01
-5.525726961925963021e-01 9.621843722805601962e-01
6.779198835372338694e-01 1.163117094873255652e+00
1.566568750381500674e-01 1.147597305588789807e+00
1.671194349563271675e-01 1.159278896664755365e+00
-1.386377571656283864e-02 1.443175101656803516e+00
-6.026907523204391159e-01 1.246219838356201537e+00
4.488350070596452968e-01 5.068089694402866385e-01
-6.006579441838489908e-01 1.043988004839532691e+00
1.982628799365064309e-01 1.284273275130451752e+00
5.035970217074096228e-02 7.586695047017588678e-01
-4.468018867877832645e-01 1.058221860670925940e+00
-2.782112782332422929e-02 6.784542062731875323e-01
1.585192456312240483e-01 1.199561152422583543e+00
1.248912506414533996e-01 1.223913131703137536e+00
-2.226012790284015996e-01 8.442134316538507655e-01
-4.577465551200814442e-01 1.295724565306307863e+00
-5.531995886991210032e-01 1.298956887462820786e+00
2.153835750963252416e+00 5.430171553768856629e-01
3.627294771866292677e+00 1.364959271258200602e+00
2.916417782386012014e+00 9.500370653040205449e-01
3.094920429534069317e+00 1.607646069748415840e+00
3.007141634618280879e+00 8.958362640632289153e-02
2.797359513853314272e+00 6.142203252748917874e-01
3.739298426439327194e+00 -3.882038627382862206e-01
3.014440009415452426e+00 1.436032831134838261e+00
3.470320608908613380e+00 1.699370021624240445e+00
2.965366997445423092e+00 1.041045193384694256e+00
3.180256255326868509e+00 1.480866578732415562e+00
3.086180553532674065e+00 9.514154607876544878e-01
1.911935335136312197e+00 1.021973549017130889e+00
2.735602182847794328e+00 5.427623855769786454e-01
2.743230121066600358e+00 1.798098861982566632e+00
2.914071106225564201e+00 1.495824910932273877e+00
2.894656332587662639e+00 1.188921710500320694e+00
2.706956923752586341e+00 1.413807002513542965e+00
3.014752873364987540e+00 1.110414602495195302e+00
2.271498676853220822e+00 4.596093228125726071e-01
3.610830625419983786e+00 1.733263649327707601e+00
2.560772251684743761e+00 1.417582011871024505e+00
2.694316580649433579e+00 1.417726837676384521e+00
2.315576820457836860e+00 1.281695537827647779e+00
2.766239584825837206e+00 2.107532106221894352e-01
3.032342426733127372e+00 1.016586943001713372e+00
3.273654135493848649e+00 4.587193091912729059e-01
3.212957498608899787e+00 7.447331435469661809e-01
2.939452808508126402e+00 8.363096872979971508e-01
2.594140182367942415e+00 1.359089558211289850e+00
2.772544750883232378e+00 -9.331392720170361699e-03
2.929673892600659357e+00 5.312083486992644765e-01
2.695750906181551887e+00 8.961250533543074770e-01
2.897975252401847168e+00 1.362599334460827372e+00
3.189131069258752227e+00 6.258366317294571379e-01
3.125873962108066895e+00 8.598718770341138296e-01
2.503119555696823539e+00 7.926111653501777266e-01
2.645965927203247414e+00 2.326810302507713590e-01
3.439749068527472531e+00 1.679865245258457929e+00
2.980216610885416451e+00 1.072864094565858295e+00
3.089682739290181779e+00 1.941420302341104742e+00
3.385712756612556440e+00 1.378721090007038574e+00
3.106824003791437416e+00 1.635953102985931995e-01
2.945585672959592838e+00 9.874260066752507115e-01
2.596539332638255981e+00 1.593610313338402307e+00
3.631328543938189490e+00 9.482205784665601600e-01
3.178163216416728165e+00 1.356051355412738246e+00
3.565982022730972645e+00 -3.483161303925230712e-03
2.865608739227142987e+00 1.311960946905875280e+00
3.549524121959014344e+00 1.616116798902616836e+00
2.784671713081173561e+00 1.170484145770556594e+00
3.563043459713327366e+00 2.152679234197343305e+00
2.274058031353727305e+00 -3.847302332462840813e-01
2.253369777267185459e+00 2.922186763606700044e-01
2.206400523318856166e+00 7.263569855498899219e-01
2.722847359994788885e+00 1.131766959362206393e+00
3.227917232576194451e+00 6.648253878789642801e-01
2.879867377329174971e+00 1.707483664514584776e+00
2.913851270541276239e+00 1.270785909395533597e+00
4.046110872280777926e+00 6.502330334739609974e-01
3.027178928036183159e+00 7.333332829819965148e-01
2.912799320011035142e+00 1.742504256187866751e+00
2.790462334786139920e+00 7.238883425752065115e-01
3.279141285323666111e+00 4.884868926618898266e-01
2.931000600497422948e+00 8.904030780418514812e-01
2.885807850086259840e+00 1.574422436909808543e+00
3.026368108016143754e+00 9.607536562689185100e-01
3.090729272949675810e+00 1.668384315577834176e+00
3.004892571205766583e+00 1.888255577134726249e+00
2.640894434422085713e+00 -9.971962294805791771e-02
